ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001964142-26-000002	2876457	Ordinary Shares				3436411.0				D			
0001964142-26-000002	2876461	Ordinary Shares	F4			87018.0				D			
0001178913-26-000920	2876182	Ordinary Shares				1020.0				D			
0001178913-26-000918	2876245	Ordinary Shares				21345.0				I			
0001178913-26-000918	2876244	Ordinary Shares				3129.0				D		By Spouse	
0001628280-26-018117	2876289	Class A Common Stock				660.27				D			
0001193125-26-108171	2876543	Common Stock				7722.0				I		BGJ Family Trust	
0001193125-26-108171	2876544	Common Stock				87.0				I		BY IRA	
0001178913-26-000916	2876575	Ordinary Shares				24754.0				D			
0001628280-26-018113	2875996	Common Stock (Street)				4247.0	F5			I			
0001628280-26-018113	2875993	Common Stock (Book)				702.0				D		See Note	F4
0001628280-26-018113	2875994	Common Stock (Street)				4213.0				D		By Spouse of Mr. Bershad	
0001628280-26-018113	2875995	Common Stock (Street)				15531.0	F3			I			
0002120253-26-000001	2875822	Ordinary Shares				7455000.0				I		By Fung & Tun Limited	F1
0001014108-26-000016	2875754	Registered Shares				9351.0	F1			D		By LLCs	F4
0001014108-26-000016	2875756	Registered Shares				1447766.0				I			
0001014108-26-000016	2875755	Registered Shares				394478.0				I		By trust	F5
0001628280-26-018090	2875852	Class A Common Stock				278.65				D			
0001178913-26-000914	2876478	Ordinary Shares				6122.0				D			
0001964141-26-000002	2876411	Ordinary Shares	F5			84873.0				D			
0001964141-26-000002	2876406	Ordinary Shares				3905838.0				D			
0001964141-26-000002	2876407	Ordinary Shares	F1			51546.0				D			
0001964141-26-000002	2876408	Ordinary Shares	F2			89499.0				D			
0001964141-26-000002	2876409	Ordinary Shares	F3			100159.0				D			
0001964141-26-000002	2876410	Ordinary Shares	F4			87018.0				D			
0001647430-26-000006	2876011	Class A Common Stock				4608.99	F2			I		By 401(k) Plan	
0001193125-26-108083	2875704	Common Stock				193231.0				I		See footnote	F3
0001623230-26-000002	2876038	Common shares, par value $0.01 per share				30745.0				I			
0001623230-26-000002	2876037	Common shares, par value $0.01 per share				3902.0				D		Reporting person holds 100% of the economic interest of the company holding these shares	
0001193125-26-108072	2876399	Common Stock				23.0				I		By Ed Reed Trust	
0001193125-26-108072	2876400	Common Stock				770.0				I		By Samuel Reed Trust	
0001193125-26-108072	2876401	Common Stock				185000.0				I		By Family LLC 1	
0001193125-26-108072	2876404	Common Stock				265325.0				I		By Family LLC 4	
0001193125-26-108072	2876402	Common Stock				40000.0				I		By Family LLC 2	
0001193125-26-108072	2876403	Common Stock				58171.0				I		By Family LLC 3	
0001178913-26-000901	2876340	Ordinary Shares				27832.0				I		By Spouse	
0001193125-26-108066	2875802	Common Stock				2372.0				I		By 401(k)	
0002118832-26-000003	2875765	Common Stock, par value $0.01 per share				0.0				D			
0001174850-26-000081	2876384	Common Stock				554.56				I		by Nicolet National Bank Deferred Compensation Plan For Non-employee Directors	
0001964286-26-000004	2876434	Ordinary Shares	F2			89499.0				D			
0001964286-26-000004	2876433	Ordinary Shares	F1			51546.0				D			
0001964286-26-000004	2876435	Ordinary Shares	F3			100159.0				D			
0001964286-26-000004	2876436	Ordinary Shares	F4			87018.0				D			
0001964286-26-000004	2876437	Ordinary Shares	F5			84873.0				D			
0001964286-26-000004	2876432	Ordinary Shares				3579453.0				D			
0001096906-26-000317	2875774	Common Stock				400000.0				I	F1	By Adama GmbH (wholly owned and controlled by reporting person)	
0001096906-26-000317	2875775	Common Stock				175000.0				D	F1		
0001972190-26-000002	2875721	Ordinary Shares				677386.0	F3, F4, F2, F5, F1			D			
0001972766-26-000002	2875776	Ordinary Shares				612445.0	F3, F4, F2, F5, F1			D			
0001824814-26-000009	2876004	Ordinary Shares				611676.0	F3, F4, F2, F5, F1			D			
0001972058-26-000002	2876110	Ordinary Shares				1026792.0	F3, F4, F2, F5, F1			D			
0002061700-26-000002	2875720	Ordinary Shares				40022.0	F2, F1			D			
0001824814-26-000007	2876001	Ordinary Shares				40022.0	F2, F1			D			
0002040956-26-000002	2876003	Ordinary Shares				75853.0	F3, F2, F1			D			
0001976408-26-000167	2875812	Ordinary Shares				1000.0	F3			D			
0001976408-26-000167	2875810	Ordinary Shares				191.0	F1			D			
0001976408-26-000167	2875814	Ordinary Shares				1762.0	F5			D			
0001976408-26-000167	2875813	Ordinary Shares				1703.0	F4			D			
0001976408-26-000167	2875811	Ordinary Shares				685.0	F2			D			
0001269919-26-000002	2876352	Ordinary Shares				102828.0	F3, F2, F1			D			
0001181711-26-000002	2876086	Ordinary Shares				126450.0	F2, F1			D			
0001976408-26-000166	2875979	Ordinary Shares				2627.0	F3			D			
0001976408-26-000166	2875980	Ordinary Shares				480.0	F4			D			
0001976408-26-000166	2875977	Ordinary Shares				183.0	F1			D			
0001976408-26-000166	2875981	Ordinary Shares				1832.0	F5			D			
0001976408-26-000166	2875978	Ordinary Shares				3672.0	F2			D			
0001972216-26-000002	2876532	Ordinary Shares				2167671.0	F7, F3, F4, F6, F2, F5, F1			D			
0001248580-26-000005	2876456	Class M Common Stock				3000.0				I		Indirect through Calamos Investments LLC	
0001248580-26-000005	2876455	Class C Common Stock				3000.0				I		Indirect through Calamos Investments LLC	
0001248580-26-000005	2876454	Class A Common Stock				3000.0				I		Indirect through Calamos Investments LLC	
0001248580-26-000005	2876453	Class I Common Stock				1000.0				I		Indirect through Calamos Investments LLC	
0001248580-26-000005	2876451	Class I Common Stock				1796255.98				I		Indirect by John P. Calamos 1985 Trust	
0001248580-26-000005	2876452	Class I Common Stock				41266.52				I		Indirect by Spouse	
0001843682-26-000005	2876170	Common Stock, $2.50 Par Value				12500.0				D			
0001228408-26-000002	2875816	Ordinary Shares				293075.0	F2, F1			D			
0000905729-26-000047	2875851	Common Stock				16421.47	F2			D			
0001969292-26-000001	2876540	Common shares, par value $0.01 per share				450878.0				D			
0001443575-26-000089	2876032	Common Stock				16680.0				D			
0002004802-26-000001	2876100	Common Stock				1764.0				D			
0000912593-26-000121	2876363	COMMON STOCK, $0.01 PAR VALUE				46496.0				D		Owned by revocable trust	
0000912593-26-000121	2876364	COMMON STOCK, $0.01 PAR VALUE				11301.0				I			
0001976408-26-000164	2875953	Ordinary Shares				220.0	F1			D			
0001976408-26-000164	2875954	Ordinary Shares				1414.0	F2			D			
0001976408-26-000164	2875955	Ordinary Shares				2509.0	F3			D			
0001976408-26-000164	2875956	Ordinary Shares				2396.0	F4			D			
0001959455-26-000049	2876168	Common Shares				19186.0				D			
0001443575-26-000087	2876158	Common Stock				16680.0				D			
0001976408-26-000163	2876468	Ordinary Shares				3953.0	F2			D			
0001976408-26-000163	2876469	Ordinary Shares				886.0	F3			D			
0001976408-26-000163	2876470	Ordinary Shares				7905.0	F4			D			
0001976408-26-000163	2876471	Ordinary Shares				2440.0	F5			D			
0001976408-26-000163	2876472	Ordinary Shares				10000.0	F6			D			
0001976408-26-000163	2876467	Ordinary Shares				1625.0	F1			D			
0001464667-26-000002	2875844	Common Stock				19493.0				D			
0001959455-26-000043	2876383	Common Shares				202496.0				I		Capreca AS	
0001976408-26-000162	2876395	Ordinary Shares				27458.0	F5			D			
0001976408-26-000162	2876394	Ordinary Shares				3903.0	F4			D			
0001976408-26-000162	2876393	Ordinary Shares				2110.0	F3			D			
0001976408-26-000162	2876392	Ordinary Shares				5048.0	F2			D			
0001976408-26-000162	2876391	Ordinary Shares				304.0	F1			D			
0001976408-26-000162	2876396	Ordinary Shares				12000.0	F6			D			
0001731395-26-000002	2876191	Common Stock				21384.0				I		By Roth IRA	
0001731395-26-000002	2876190	Common Stock				43006.0	F2			D		By IRA	
0001731395-26-000002	2876192	Common Stock				35483.0				I			
0001813613-26-000002	2876084	Common Stock				16071.0	F2			D			
0001813570-26-000002	2876301	Common Stock				7680.36				I			
0001813570-26-000002	2876300	Common Stock				14871.0	F2			D		By Stock-Based Deferral Plan	
0001220097-26-000002	2875739	Common Stock				20396.0	F2			D			
0001220097-26-000002	2875738	Common Stock				2350.0				I		By IRA	
0001874437-26-000008	2875800	Common Stock				11255.0	F2			D		By Stock-Based Deferral Plan	
0001874437-26-000008	2875801	Common Stock				28323.93				I			
0001731363-26-000002	2876350	Common Stock				135006.0	F2			D			
0001729840-26-000008	2876146	Common Stock				46280.0				I			
0001729840-26-000008	2876145	Common Stock				10030.38				I		By SEP-IRA	
0001729840-26-000008	2876144	Common Stock				36726.0	F2			D		By Stock-Based Deferral Plan	
0001731365-26-000002	2876535	Common Stock				44447.0				I		By Roth IRA	
0001731365-26-000002	2876534	Common Stock				9993.02				I		By IRA	
0001731365-26-000002	2876533	Common Stock				43141.0	F2			D		By Stock-Based Deferral Plan	
0001731365-26-000002	2876536	Common Stock				6704.0				I			
0001704720-26-000072	2876600	Peter Sadowski IRA				157.0				D			
0001704720-26-000072	2876601	Sadowski Living Trust				53640.0				D			
0001608128-26-000004	2876044	Common Stock				115000.0				I		by trust	
0001704720-26-000068	2876080	Restricted Stock Units				400000.0				D			
0002073196-26-000001	2876059	Common Stock				8090.0				D			
0001976408-26-000158	2876234	Ordinary Shares				67647.0	F1			D			
0001976408-26-000158	2876237	Ordinary Shares				47847.0	F4			D			
0001976408-26-000158	2876236	Ordinary Shares				99400.0	F3			D			
0001976408-26-000158	2876235	Ordinary Shares				6896.0	F2			D			
0002032799-26-000004	2875829	Class A common stock				45810.0				I		Reporting Person's Individual Retirement Account	
0002032799-26-000004	2875830	Class A common stock				336.0				I		Daughter's Individual Retirement Account	
0002032799-26-000004	2875828	Class A common stock				19927.0				I		Spouse's Individual Retirement Account	
0002032799-26-000004	2875831	Class A common stock				345.0				I		Son's Individual Retirement Account	
0001976408-26-000157	2875950	Ordinary Shares				6617904.0	F1			D			
0001976408-26-000156	2876027	Ordinary Shares				5000.0	F5			D			
0001976408-26-000156	2876026	Ordinary Shares				2420.0	F4			D			
0001976408-26-000156	2876025	Ordinary Shares				3000.0	F3			D			
0001976408-26-000156	2876024	Ordinary Shares				3231.0	F2			D			
0001976408-26-000156	2876023	Ordinary Shares				198.0	F1			D			
0001976408-26-000155	2875963	Ordinary Shares				87000.0	F5			D			
0001976408-26-000155	2875962	Ordinary Shares				87000.0	F4			D			
0001976408-26-000155	2875961	Ordinary Shares				90000.0	F3			D			
0001976408-26-000155	2875960	Ordinary Shares				69984.0	F2			D			
0001976408-26-000155	2875959	Ordinary Shares				69984.0	F1			D			
0001213900-26-028144	2876527	CRE Class A Ordinary				0.0				D		Not applicable	
0001213900-26-028144	2876528	CRE Class B Ordinary				0.0				D		Not applicable	
0001213900-26-028144	2876529	CRE Class A Ordinary				0.0				I			
0001213900-26-028144	2876530	CRE Class B Ordinary				0.0				I			
0001976408-26-000154	2876591	Ordinary Shares				1406075.0	F1			I		Held by Yair Nechmad Ltd.	
0001976408-26-000154	2876592	Ordinary Shares				7059930.0	F2			D			
0001976408-26-000154	2876593	Ordinary Shares				33512.0	F3			D			
0001976408-26-000153	2875973	Ordinary Shares				220.0	F1			D			
0001976408-26-000153	2875974	Ordinary Shares				1414.0	F2			D			
0001976408-26-000153	2875975	Ordinary Shares				2509.0	F3			D			
0001976408-26-000153	2875976	Ordinary Shares				2396.0	F4			D			
0001225208-26-003680	2876062	Common Stock				59508.0				D			
0001225208-26-003679	2876029	Common Stock				24653.08	F1			D			
0001976408-26-000152	2875846	Ordinary Shares				69984.0	F2			D			
0001976408-26-000152	2875849	Ordinary Shares				87000.0	F5			D			
0001976408-26-000152	2875848	Ordinary Shares				87000.0	F4			D			
0001976408-26-000152	2875845	Ordinary Shares				69984.0	F1			D			
0001976408-26-000152	2875847	Ordinary Shares				90000.0	F3			D			
0000350852-26-000036	2876421	Common Stock				1434.0				D			
0000350852-26-000036	2876419	Common Stock				20945.58				D		By ESOP	
0000350852-26-000036	2876422	Common Stock				8974.0				D			
0000350852-26-000036	2876420	Common Stock				285.22				D		By 401k	
0000350852-26-000036	2876424	Common Stock				0.42				I			
0000350852-26-000036	2876423	Common Stock				13206.27				I			
0001976408-26-000151	2876000	Ordinary Shares				3457.0	F3			D			
0001976408-26-000151	2875998	Ordinary Shares				2450.0	F1			D			
0001976408-26-000151	2875999	Ordinary Shares				2668.0	F2			D			
0001976408-26-000150	2876127	Ordinary Shares				1383.0	F4			D			
0001976408-26-000150	2876126	Ordinary Shares				2482.0	F3			D			
0001976408-26-000150	2876125	Ordinary Shares				810.0	F2			D			
0001976408-26-000150	2876124	Ordinary Shares				183.0	F1			D			
0001344078-26-000002	2876179	Common  Stock, $0.01 par value				76617.0				I		Through Trust	F1
0001344078-26-000002	2876180	Common Stock, $0.01 par value				53617.0				I		As Trustee for Sister	F2
0001576921-26-000005	2876197	Depositary Shares	F2			2000.0				D			
0001976408-26-000149	2876088	Ordinary Shares				3000.0	F2			D			
0001976408-26-000149	2876087	Ordinary Shares				3525.0	F1			D			
0001976408-26-000149	2876089	Ordinary Shares				2074.0	F3			D			
0001976408-26-000149	2876091	Ordinary Shares				5000.0	F5			D			
0001976408-26-000149	2876090	Ordinary Shares				1277.0	F4			D			
0001976408-26-000148	2875888	Ordinary Shares				113885.0	F5			D			
0001976408-26-000148	2875884	Ordinary Shares				122500.0	F1			D			
0001976408-26-000148	2875885	Ordinary Shares				66900.0	F2			D			
0001976408-26-000148	2875887	Ordinary Shares				113885.0	F4			D			
0001976408-26-000148	2875886	Ordinary Shares				140000.0	F3			D			
0001976408-26-000148	2875889	Ordinary Shares				144984.0	F6			D			
0001976408-26-000147	2876178	Ordinary Shares				700.0	F1			D			
0001976408-26-000145	2875933	Ordinary Shares				1729.0	F3			D			
0001976408-26-000145	2875931	Ordinary Shares				183.0	F1			D			
0001976408-26-000145	2875932	Ordinary Shares				1457.0	F2			D			
0001213900-26-028119	2876490	0				0.0				D			
0001976408-26-000144	2875722	Ordinary Shares				2563.0	F1			D			
0001976408-26-000144	2875723	Ordinary Shares				2955.0	F2			D			
0001976408-26-000144	2875724	Ordinary Shares				3049.0	F3			D			
0001976408-26-000144	2875725	Ordinary Shares				3539.0	F4			D			
0001978604-26-000001	2875746	Common shares par value $ 0.01 per share				76728.0				D			
0001969473-26-000001	2876165	Common Shares of Par Value $0.01 per share				144887.0				D		Reporting Person holds 100% of the economic interest of the company holding these shares	
0001969473-26-000001	2876166	Common Shares of Par Value $0.01 per share				39978.0				I			
0001976408-26-000142	2875728	Ordinary Shares				37600.0	F1			D			
0001104659-26-028242	2875898	Class A ordinary shares				109803276.0				I		By Zijin Global Inc.	F1
0001104659-26-028242	2875899	Class A ordinary shares				258171601.0				I		By Inspire Elite Investments Limited	F2
0002026965-26-000001	2876448	Common Stock				42.0				I		by Spouse	
0001995565-26-000001	2875041	Common shares, par value $0.01 per share				225956.0				D		Reporting person holds 100% of the economic interest of the company holding these shares	
0001995565-26-000001	2875042	Common shares, par value $0.01 per share				118270.0				I			
0001976408-26-000139	2875349	Ordinary Shares				196779.0	F2			D			
0001976408-26-000139	2875348	Ordinary Shares				36694.0	F1			D			
0002011929-26-000006	2875394	Common shares, par value $0.01 per share				20000.0				D			
0001976408-26-000137	2875687	Ordinary Shares				1286.0	F1			D		The shares are held by Liguy hadassi management Ltd. A family owned company	
0001976408-26-000137	2875688	Ordinary Shares				3550.0	F2			I			
0001505732-26-000058	2875405	Common Stock				4521.0				I			
0001505732-26-000058	2875404	Common Stock				400.0				D	F4		
0001505732-26-000058	2875401	Common Stock				1455.0				D	F1	Deferred Compensation Plan	
0001505732-26-000058	2875402	Common Stock				1200.0				D	F2		
0001505732-26-000058	2875403	Common Stock				534.0				D	F3		
0001505732-26-000058	2875406	Common Stock				17382.0				D			
0001213900-26-028045	2875439	Ordinary Shares				2571809.0				D			
0001976408-26-000135	2875071	Ordinary Shares				70000.0	F4			D			
0001976408-26-000135	2875072	Ordinary Shares				4712253.0				D			
0001976408-26-000135	2875070	Ordinary Shares				50000.0	F3			D			
0001976408-26-000135	2875069	Ordinary Shares				30000.0	F2			D			
0001976408-26-000135	2875068	Ordinary Shares				10000.0	F1			D			
0001104659-26-028124	2875100	ORDINARY SHARES				68533770.0				I		See Footnote	F1
0001104659-26-028121	2875299	ORDINARY SHARES				180000.0				D			
0001104659-26-028118	2875151	ORDINARY SHARES				699090.0				D			
0001104659-26-028117	2875521	ORDINARY SHARES				20263835.0				I		See footnote	F1
0001104659-26-028115	2875554	ORDINARY SHARES				17002350.0				I		See Footnote	F1
0001104659-26-028113	2875129	ORDINARY SHARES				16398720.0				I		See Footnote	F1
